tweet_id,retweets,favorite_count,timestamp,source,text,rating_numerator,rating_denominator,name,dog_stage,breed,confidence
887517139158093824,9805,40575,2017-07-19 03:39:09+00:00,Twitter for iPhone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy),14.0,10.0,None,None,none,0.0
887473957103951883,14950,59956,2017-07-19 00:47:34+00:00,Twitter for iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her,13.0,10.0,Canela,None,pembroke,0.809197
887343217045368832,8773,29476,2017-07-18 16:08:03+00:00,Twitter for iPhone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo),13.0,10.0,None,None,mexican hairless,0.330741
887101392804085760,4967,26892,2017-07-18 00:07:08+00:00,Twitter for iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof,12.0,10.0,None,None,samoyed,0.733942
886983233522544640,6284,30234,2017-07-17 16:17:36+00:00,Twitter for iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in,13.0,10.0,Maya,None,chihuahua,0.793469
886736880519319552,2615,10458,2017-07-16 23:58:41+00:00,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help",13.0,10.0,Mingus,None,kuvasz,0.309706
886680336477933568,3717,19651,2017-07-16 20:14:00+00:00,Twitter for iPhone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal,13.0,10.0,Derek,None,none,0.0
886366144734445568,2612,18477,2017-07-15 23:25:31+00:00,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe,12.0,10.0,Roscoe,Pupper,french bulldog,0.999201
886267009285017600,4,105,2017-07-15 16:51:35+00:00,Twitter for iPhone,@NonWhiteHat @MayhewMayhem omg hello tanner you are a scary good boy 12/10 would pet with extreme caution,12.0,10.0,None,None,none,0.0
886258384151887873,5252,24437,2017-07-15 16:17:19+00:00,Twitter for iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles,13.0,10.0,Waffles,None,pug,0.943575
886054160059072513,93,0,2017-07-15 02:45:48+00:00,Twitter for iPhone,RT @Athletics: 12/10 #BATP,12.0,10.0,None,None,none,0.0
885984800019947520,5589,28485,2017-07-14 22:10:11+00:00,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution,12.0,10.0,Jimbo,None,blenheim spaniel,0.972494
885528943205470208,5306,31468,2017-07-13 15:58:47+00:00,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly,13.0,10.0,Maisey,None,pug,0.369275
885518971528720385,3096,17939,2017-07-13 15:19:09+00:00,Twitter for iPhone,I have a new hero and his name is Howard. 14/10,14.0,10.0,None,None,none,0.0
885311592912609280,15359,0,2017-07-13 01:35:06+00:00,Twitter for iPhone,RT @dog_rates: This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well,13.0,10.0,Lilly,None,labrador retriever,0.908703
885167619883638784,3652,19176,2017-07-12 16:03:00+00:00,Twitter for iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10,13.0,10.0,None,None,malamute,0.8124819999999999
884925521741709313,14938,66984,2017-07-12 00:01:00+00:00,Twitter for iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl",12.0,10.0,Earl,None,italian greyhound,0.259916
884876753390489601,4640,24297,2017-07-11 20:47:12+00:00,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola,13.0,10.0,Lola,None,chow,0.822103
884562892145688576,3895,21230,2017-07-11 00:00:02+00:00,Twitter for iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin,13.0,10.0,Kevin,None,pug,0.5464060000000001
884441805382717440,4775,23777,2017-07-10 15:58:53+00:00,Twitter for iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales)",14.0,10.0,None,None,pembroke,0.993225
884247878851493888,16813,62977,2017-07-10 03:08:17+00:00,Twitter for iPhone,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE,13.0,10.0,None,None,none,0.0
884162670584377345,2493,17876,2017-07-09 21:29:42+00:00,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo,12.0,10.0,Yogi,Doggo,german shepherd,0.707046
883838122936631299,2850,19085,2017-07-09 00:00:04+00:00,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy,12.0,10.0,Noah,None,doberman,0.610946
883482846933004288,8219,40025,2017-07-08 00:28:19+00:00,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10",5.0,10.0,Bella,None,golden retriever,0.943082
883360690899218434,3060,19868,2017-07-07 16:22:55+00:00,Twitter for iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck,13.0,10.0,Grizzwald,Floofer,chow,0.987997
883117836046086144,5510,32371,2017-07-07 00:17:54+00:00,Twitter for iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat",13.0,10.0,None,None,golden retriever,0.949562
882992080364220416,3229,20907,2017-07-06 15:58:11+00:00,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy,13.0,10.0,Rusty,None,eskimo dog,0.4667779999999999
882762694511734784,4074,24685,2017-07-06 00:46:41+00:00,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl,12.0,10.0,Gus,Pupper,labrador retriever,0.85005
882627270321602560,5040,24520,2017-07-05 15:48:34+00:00,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi),13.0,10.0,Stanley,None,pembroke,0.542982
882268110199369728,9580,39013,2017-07-04 16:01:23+00:00,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸,13.0,10.0,Alfy,None,golden retriever,0.762211
882045870035918850,4066,25619,2017-07-04 01:18:17+00:00,Twitter for iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko",13.0,10.0,Koko,None,golden retriever,0.00694063
881906580714921986,2839,21371,2017-07-03 16:04:48+00:00,Twitter for iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable,12.0,10.0,Rey,None,weimaraner,0.291539
881666595344535552,8909,44369,2017-07-03 00:11:11+00:00,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely,13.0,10.0,Gary,None,saluki,0.529012
881633300179243008,8,113,2017-07-02 21:58:53+00:00,Twitter for iPhone,@roushfenway These are good dogs but 17/10 is an emotional impulse rating. More like 13/10s,17.0,10.0,None,None,none,0.0
881536004380872706,13344,43277,2017-07-02 15:32:16+00:00,Twitter for iPhone,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow)",14.0,10.0,None,Pupper,samoyed,0.281463
881268444196462592,4481,20424,2017-07-01 21:49:04+00:00,Twitter for iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet,12.0,10.0,Elliot,None,none,0.0
880935762899988482,2325,14989,2017-06-30 23:47:07+00:00,Twitter for iPhone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking,13.0,10.0,Louis,None,none,0.0
880872448815771648,3191,18646,2017-06-30 19:35:32+00:00,Twitter for iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10,12.0,10.0,None,None,pembroke,0.791416
880465832366813184,5191,24917,2017-06-29 16:39:47+00:00,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop,12.0,10.0,Bella,None,golden retriever,0.913255
880221127280381952,3447,23570,2017-06-29 00:27:25+00:00,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well,12.0,10.0,Jesse,None,chihuahua,0.238525
880095782870896641,3634,24226,2017-06-28 16:09:20+00:00,Twitter for iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10,11.0,10.0,None,None,miniature pinscher,0.120298
879862464715927552,2913,19629,2017-06-28 00:42:13+00:00,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10,13.0,10.0,Romeo,None,basset,0.813507
879674319642796034,9,281,2017-06-27 12:14:36+00:00,Twitter for iPhone,@RealKentMurphy 14/10 confirmed,14.0,10.0,None,None,none,0.0
879492040517615616,2617,20632,2017-06-27 00:10:17+00:00,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10,12.0,10.0,Bailey,None,german short-haired pointer,0.479896
879415818425184262,37246,92466,2017-06-26 19:07:24+00:00,Twitter for iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici),13.0,10.0,Duddles,None,english springer,0.383404
879376492567855104,2634,14801,2017-06-26 16:31:08+00:00,Twitter for iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by,12.0,10.0,Jack,None,labrador retriever,0.0334961
879130579576475649,5708,0,2017-06-26 00:13:58+00:00,Twitter for iPhone,RT @dog_rates: This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved,14.0,10.0,Emmy,None,none,0.0
879050749262655488,3934,19735,2017-06-25 18:56:45+00:00,Twitter for iPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet,11.0,10.0,Steven,None,none,0.0
879008229531029506,2230,16718,2017-06-25 16:07:47+00:00,Twitter for iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs,13.0,10.0,Beau,None,vizsla,0.960513
878776093423087618,3418,17079,2017-06-25 00:45:22+00:00,Twitter for iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth,13.0,10.0,Snoopy,Puppo,italian greyhound,0.734684
878604707211726852,5895,26345,2017-06-24 13:24:20+00:00,Twitter for iPhone,Martha is stunning how h*ckin dare you. 13/10,13.0,10.0,None,None,none,0.0
878404777348136964,1070,0,2017-06-24 00:09:53+00:00,Twitter for iPhone,"RT @dog_rates: Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https:/…",13.0,10.0,Shadow,None,none,0.0
878316110768087041,5498,0,2017-06-23 18:17:33+00:00,Twitter for iPhone,RT @dog_rates: Meet Terrance. He's being yelled at because he stapled the wrong stuff together. 11/10 hang in there Terrance,11.0,10.0,Terrance,None,none,0.0
878281511006478336,1070,6753,2017-06-23 16:00:04+00:00,Twitter for iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below",13.0,10.0,Shadow,None,basset,0.32042
878057613040115712,5708,37009,2017-06-23 01:10:23+00:00,Twitter for iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved,14.0,10.0,Emmy,None,french bulldog,0.839097
877736472329191424,15729,69014,2017-06-22 03:54:17+00:00,Twitter for iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again,13.0,10.0,Aja,None,chesapeake bay retriever,0.8379559999999999
877611172832227328,70,0,2017-06-21 19:36:23+00:00,Twitter for iPhone,RT @rachel2195: @dog_rates the boyfriend and his soaking wet pupper h*cking love his new hat 14/10,14.0,10.0,None,Pupper,irish setter,0.3647289999999999
877556246731214848,3149,19829,2017-06-21 15:58:08+00:00,Twitter for iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options,12.0,10.0,Penny,None,basset,0.995368
877316821321428993,4320,24063,2017-06-21 00:06:44+00:00,Twitter for iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy",13.0,10.0,Dante,None,saluki,0.5099670000000001
877201837425926144,4601,23784,2017-06-20 16:29:50+00:00,Twitter for iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop,12.0,10.0,Nelly,None,pembroke,0.93112
876838120628539392,2794,18161,2017-06-19 16:24:33+00:00,Twitter for iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately,12.0,10.0,Ginger,Pupper,bloodhound,0.575751
876537666061221889,3961,20988,2017-06-18 20:30:39+00:00,Twitter for iPhone,I can say with the pupmost confidence that the doggos who assisted with this search are heroic as h*ck. 14/10 for all,14.0,10.0,None,None,none,0.0
876484053909872640,1989,16506,2017-06-18 16:57:37+00:00,Twitter for iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy,13.0,10.0,Benedict,None,golden retriever,0.874566
876120275196170240,3888,24598,2017-06-17 16:52:05+00:00,Twitter for iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite",13.0,10.0,Venti,None,bernese mountain dog,0.534327
875747767867523072,3565,22028,2017-06-16 16:11:53+00:00,Twitter for iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl",13.0,10.0,Goose,None,labrador retriever,0.799551
875144289856114688,4131,19361,2017-06-15 00:13:52+00:00,Twitter for iPhone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene,13.0,10.0,Nugget,None,siberian husky,0.245048
875097192612077568,5091,24157,2017-06-14 21:06:43+00:00,Twitter for iPhone,You'll get your package when that precious man is done appreciating the pups. 13/10 for everyone,13.0,10.0,None,None,none,0.0
875021211251597312,3952,22482,2017-06-14 16:04:48+00:00,Twitter for iPhone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck,12.0,10.0,None,None,west highland white terrier,0.7143189999999999
874680097055178752,3904,24506,2017-06-13 17:29:20+00:00,Twitter for iPhone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly,12.0,10.0,Cash,None,labrador retriever,0.836052
874434818259525634,12156,0,2017-06-13 01:14:41+00:00,Twitter for iPhone,RT @dog_rates: This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly,12.0,10.0,Coco,None,none,0.0
874296783580663808,3469,22874,2017-06-12 16:06:11+00:00,Twitter for iPhone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract,13.0,10.0,Jed,Pupper,cocker spaniel,0.437216
874057562936811520,3367,20040,2017-06-12 00:15:36+00:00,Twitter for iPhone,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10",12.0,10.0,None,None,flat-coated retriever,0.8321770000000001
874012996292530176,8547,30014,2017-06-11 21:18:31+00:00,Twitter for iPhone,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo",13.0,10.0,Sebastian,Puppo,cardigan,0.806674
873580283840344065,3333,21301,2017-06-10 16:39:04+00:00,Twitter for iPhone,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly",13.0,10.0,None,None,newfoundland,0.678537
873337748698140672,1325,0,2017-06-10 00:35:19+00:00,Twitter for iPhone,"RT @dog_rates: This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https:/…",12.0,10.0,Sierra,Pupper,none,0.0
873213775632977920,1325,6298,2017-06-09 16:22:42+00:00,Twitter for iPhone,This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below,12.0,10.0,Sierra,Pupper,vizsla,0.6197819999999999
872967104147763200,4545,23963,2017-06-09 00:02:31+00:00,Twitter for iPhone,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo,12.0,10.0,None,Doggo,labrador retriever,0.476913
872820683541237760,3156,13024,2017-06-08 14:20:41+00:00,Twitter for iPhone,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10",13.0,10.0,None,None,pug,0.99912
872620804844003328,3058,18264,2017-06-08 01:06:27+00:00,Twitter for iPhone,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love...,13.0,10.0,Monkey,None,cocker spaniel,0.513191
872486979161796608,7683,35979,2017-06-07 16:14:40+00:00,Twitter for iPhone,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10,12.0,10.0,None,None,pembroke,0.931861
872122724285648897,6799,30089,2017-06-06 16:07:15+00:00,Twitter for iPhone,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on,12.0,10.0,Kody,None,pug,0.0667363
871879754684805121,9204,32951,2017-06-06 00:01:46+00:00,Twitter for iPhone,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10,13.0,10.0,Lassie,None,shetland sheepdog,0.969171
871762521631449091,2956,17807,2017-06-05 16:15:56+00:00,Twitter for iPhone,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10,12.0,10.0,Rover,Pupper,labrador retriever,0.921393
871515927908634625,2924,17843,2017-06-04 23:56:03+00:00,Twitter for iPhone,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo,12.0,10.0,Napolean,Doggo,komondor,0.974781
871166179821445120,4877,0,2017-06-04 00:46:17+00:00,Twitter for iPhone,RT @dog_rates: This is Dawn. She's just checking pup on you. Making sure you're doing okay. 12/10 she's here if you need her,12.0,10.0,Dawn,None,none,0.0
871102520638267392,4649,18482,2017-06-03 20:33:19+00:00,Twitter for iPhone,Never doubt a doggo 14/10,14.0,10.0,None,Doggo,none,0.0
871032628920680449,3213,20084,2017-06-03 15:55:36+00:00,Twitter for iPhone,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking",13.0,10.0,Boomer,None,kelpie,0.398053
870804317367881728,5265,29694,2017-06-03 00:48:22+00:00,Twitter for iPhone,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe. 11/10,11.0,10.0,None,None,none,0.0
870726314365509632,3,105,2017-06-02 19:38:25+00:00,Twitter for iPhone,@ComplicitOwl @ShopWeRateDogs &gt;10/10 is reserved for dogs,10.0,10.0,None,None,none,0.0
870656317836468226,2190,10854,2017-06-02 15:00:16+00:00,Twitter for iPhone,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here:",13.0,10.0,Cody,None,pembroke,0.945495
870374049280663552,22648,73689,2017-06-01 20:18:38+00:00,Twitter for iPhone,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10,13.0,10.0,Zoey,None,golden retriever,0.841001
870308999962521604,3533,19413,2017-06-01 16:00:09+00:00,Twitter for iPhone,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking",13.0,10.0,Rumble,None,greater swiss mountain dog,0.6227520000000001
870063196459192321,7049,32306,2017-05-31 23:43:25+00:00,Twitter for iPhone,Meet Clifford. He's quite large. Also red. Good w kids. Somehow never steps on them. Massive poops very inconvenient. Still 14/10 would ride,14.0,10.0,Clifford,None,none,0.0
869772420881756160,8658,37884,2017-05-31 04:27:59+00:00,Twitter for iPhone,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly",13.0,10.0,Dewey,None,pembroke,0.980148
869702957897576449,5361,24956,2017-05-30 23:51:58+00:00,Twitter for iPhone,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley,13.0,10.0,Stanley,None,pembroke,0.993449
869596645499047938,2626,14138,2017-05-30 16:49:31+00:00,Twitter for iPhone,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for,12.0,10.0,Scout,Doggo,chihuahua,0.955156
869227993411051520,3183,18078,2017-05-29 16:24:37+00:00,Twitter for iPhone,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well,13.0,10.0,Gizmo,None,pembroke,0.664181
868880397819494401,12196,57727,2017-05-28 17:23:24+00:00,Twitter for iPhone,This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter,14.0,10.0,Walter,None,french bulldog,0.0999839
868639477480148993,1740,0,2017-05-28 01:26:04+00:00,Twitter for iPhone,RT @dog_rates: Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help,12.0,10.0,Cooper,None,none,0.0
868622495443632128,4442,23556,2017-05-28 00:18:35+00:00,Twitter for iPhone,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways,13.0,10.0,None,None,labrador retriever,0.868107
868552278524837888,1740,8926,2017-05-27 19:39:34+00:00,Twitter for iPhone,Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help,12.0,10.0,Cooper,None,whippet,0.378151
867900495410671616,3554,21512,2017-05-26 00:29:37+00:00,Twitter for iPhone,"Unbelievable. We only rate dogs. Please don't send in non-canines like the ""I"" from Pixar's opening credits. Thank you... 12/10",12.0,10.0,None,None,labrador retriever,0.522644
867774946302451713,6227,30156,2017-05-25 16:10:44+00:00,Twitter for iPhone,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold,13.0,10.0,Harold,None,border collie,0.661953
